Gene_ID,Change,Gene_Name,Gene_Biotype,Chr,Length,Exon Length,Gene_Body_Downregulated,Upstream_Promoter_Downregulated,Downstream_Promoter_Downregulated,TSS_Downregulated,Gene_Body_Nondifferential,Upstream_Promoter_Nondifferential,Downstream_Promoter_Nondifferential,TSS_Nondifferential,Gene_Body_Upregulated,Upstream_Promoter_Upregulated,Downstream_Promoter_Upregulated,TSS_Upregulated
ENSRNOG00000026964,Downregulated,Gas8,protein_coding,19,19603,1752,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000026974,Downregulated,Dbndd1,protein_coding,19,9287,1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000026978,Nondifferential,Oscp1,protein_coding,5,30792,1569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000026979,Downregulated,RGD1561444,protein_coding,8,48577,2163,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000026981,Nondifferential,Zfp282,protein_coding,4,26446,4839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000026982,Upregulated,LOC691921,protein_coding,7,3123,375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000026985,Upregulated,Phldb1,protein_coding,8,47971,5529,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,3.0,2.0,1.0
ENSRNOG00000026994,Nondifferential,Afg3l1,protein_coding,19,27249,2600,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027002,Downregulated,NEWGENE_1310139,protein_coding,2,165416,7675,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000027008,Downregulated,Igtp,protein_coding,10,39460,4164,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000027012,Nondifferential,Usp54,protein_coding,15,98613,6754,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,8.0,1.0,0.0,0.0
ENSRNOG00000027015,Nondifferential,Ythdf1,protein_coding,3,15510,3079,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027017,Downregulated,Rnasel,protein_coding,13,10484,4797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027022,Upregulated,AABR07043654.1,pseudogene,19,605,603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027024,Downregulated,Rgs16,protein_coding,13,5307,2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000027026,Downregulated,Jazf1,protein_coding,4,301268,729,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
ENSRNOG00000027028,Nondifferential,Lamtor4,protein_coding,12,3716,605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027032,Upregulated,Rhbdd3,protein_coding,14,5666,1849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027035,Upregulated,Sgo2,protein_coding,9,24363,3815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027039,Nondifferential,Mrpl22,protein_coding,10,10433,834,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027040,Downregulated,Ggact,protein_coding,15,9050,1010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027049,Upregulated,Atp5j2,protein_coding,12,6558,419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027057,Downregulated,Gga3,protein_coding,10,18922,4566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027079,Nondifferential,Impad1,protein_coding,5,29735,1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027087,Upregulated,Tmem186,protein_coding,10,3311,2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027088,Nondifferential,Ube2k,protein_coding,14,59445,4971,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027089,Downregulated,Ell2,protein_coding,2,67503,2306,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027091,Downregulated,Kctd18,protein_coding,9,64352,5901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
ENSRNOG00000027099,Downregulated,Fbxl2,protein_coding,8,68416,1596,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSRNOG00000027109,Upregulated,Odf3l1,protein_coding,8,3240,1087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027124,Upregulated,Tdg,protein_coding,7,20235,3417,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027125,Downregulated,Mboat1,protein_coding,17,115683,2853,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSRNOG00000027126,Nondifferential,Dpy30,protein_coding,6,20767,719,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027136,Downregulated,Spast,protein_coding,6,50959,4489,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000027145,Downregulated,Rora,protein_coding,8,90309,1690,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0
ENSRNOG00000027151,Upregulated,Lrrc58,protein_coding,11,12546,1377,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027152,Downregulated,N4bp2,protein_coding,14,40284,5228,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000027156,Nondifferential,Morn4,protein_coding,1,10301,1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027161,Downregulated,RGD1359158,protein_coding,1,58129,1348,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027175,Nondifferential,Cnpy4,protein_coding,12,6163,1513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027183,Nondifferential,Zfyve9,protein_coding,5,98897,4197,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000027191,Nondifferential,Birc6,protein_coding,6,142247,11979,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSRNOG00000027193,Downregulated,Ppp1r26,protein_coding,3,3253,3253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027194,Nondifferential,Sgsm2,protein_coding,10,41259,4712,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000027204,Downregulated,Map6,protein_coding,1,66160,3492,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
ENSRNOG00000027213,Upregulated,Asphd1,protein_coding,1,3593,1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027220,Downregulated,Pcdhgb8,protein_coding,18,3103,2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027229,Downregulated,Slc35d2,protein_coding,17,30785,1986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027230,Upregulated,Fhod3,protein_coding,18,681400,5422,5.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,26.0,0.0,1.0,0.0
ENSRNOG00000027232,Downregulated,Pcdhga11,protein_coding,18,2427,2427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027234,Nondifferential,Zfp367,protein_coding,17,19127,3492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027238,Upregulated,Jrk,protein_coding,7,3683,2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027239,Upregulated,LOC688526,protein_coding,X,951,903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027245,Nondifferential,Tdrp,protein_coding,16,25457,2606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000027249,Downregulated,Fancl,protein_coding,14,64228,1653,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000027250,Nondifferential,Rbm27,protein_coding,18,59730,3567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027253,Downregulated,Pcdhga10,protein_coding,18,2415,2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027257,Nondifferential,Gmip,protein_coding,16,13304,3909,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027259,Upregulated,Faxdc2,protein_coding,10,9357,957,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027260,Upregulated,Adprh,protein_coding,11,6341,1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000027263,Upregulated,Tmem267,protein_coding,2,8571,2477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
ENSRNOG00000027264,Downregulated,Dagla,protein_coding,1,56596,5567,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSRNOG00000027271,Upregulated,RGD1359290,protein_coding,10,15338,663,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
ENSRNOG00000027276,Downregulated,Xkr4,protein_coding,5,393283,1944,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027277,Downregulated,Pcdhga8,protein_coding,18,2424,2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027282,Upregulated,Cep68,protein_coding,14,17979,2356,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000027286,Upregulated,Lrrc75a,protein_coding,10,13889,777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
ENSRNOG00000027290,Downregulated,Pcdhga7,protein_coding,18,2430,2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027295,Downregulated,LOC108348064,protein_coding,8,152810,1407,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027296,Downregulated,Pcdhga6,protein_coding,18,2415,2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027299,Downregulated,Pcdhga5,protein_coding,18,2424,2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027300,Nondifferential,Ttc7b,protein_coding,6,113257,2582,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
ENSRNOG00000027317,Downregulated,Ylpm1,protein_coding,6,76616,7127,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027326,Upregulated,Tada2b,protein_coding,14,11277,3570,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027332,Upregulated,Gemin6,protein_coding,6,4415,1088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027355,Upregulated,Wdr36,protein_coding,18,27868,2694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000027359,Downregulated,Slc25a2,protein_coding,18,1197,1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027360,Nondifferential,Srsf7,protein_coding,6,5948,1051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027376,Downregulated,Il17rc,protein_coding,4,12477,2341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027405,Nondifferential,Ccp110,protein_coding,1,24531,4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000027408,Nondifferential,Ppid,protein_coding,2,11796,1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027422,Nondifferential,Fastkd3,protein_coding,1,8530,2261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027430,Downregulated,Ikzf2,protein_coding,9,136659,1897,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000027434,Upregulated,Fitm2,protein_coding,3,6513,4464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027444,Downregulated,Nubpl,protein_coding,6,256812,1890,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000027445,Nondifferential,AABR07060293.1,protein_coding,4,759,759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027447,Nondifferential,Stam2,protein_coding,3,46823,1883,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000027451,Nondifferential,Mettl25,protein_coding,7,80853,2273,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027455,Upregulated,RGD1564804,protein_coding,5,4379,1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027456,Downregulated,Cdc42bpg,protein_coding,1,19929,5967,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000027459,Upregulated,Zbtb45,protein_coding,1,4128,2197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027463,Upregulated,Adamts3,protein_coding,14,204587,4195,7.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0
ENSRNOG00000027468,Downregulated,Slc6a15,protein_coding,7,54068,3898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
ENSRNOG00000027469,Nondifferential,Pcdhb4,protein_coding,18,2540,2540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027487,Nondifferential,Trim28,protein_coding,1,6671,2969,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027491,Downregulated,Vldlr,protein_coding,1,31470,3417,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027498,Nondifferential,Engase,protein_coding,10,12677,4003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027502,Downregulated,Nmi,protein_coding,3,22095,758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027503,Upregulated,Rps25,protein_coding,8,1963,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027511,Upregulated,AC119015.1,processed_pseudogene,10,621,621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027513,Upregulated,Rtel1,protein_coding,3,38094,4279,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027514,Upregulated,Ube2m,protein_coding,1,3538,1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027520,Upregulated,Pls3,protein_coding,X,93832,3071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027540,Downregulated,Fam102b,protein_coding,2,45962,1143,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000027550,Upregulated,Mzf1,protein_coding,1,11095,3603,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027552,Downregulated,Tapbpl,protein_coding,4,7452,1886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000027569,Downregulated,Trappc9,protein_coding,7,319160,3420,17.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0
ENSRNOG00000027582,Upregulated,Dpysl4,protein_coding,1,15510,2626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027592,Downregulated,Rerg,protein_coding,4,107391,2179,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSRNOG00000027593,Nondifferential,Ndufv3,protein_coding,13,327,327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027596,Nondifferential,Mbd5,protein_coding,3,63983,5939,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027606,Upregulated,Neurl1b,protein_coding,10,26889,1641,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0
ENSRNOG00000027617,Downregulated,Ttc26,protein_coding,4,57793,3249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027622,Downregulated,Slc35e3,protein_coding,7,13058,2814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027628,Nondifferential,Elp5,protein_coding,10,12380,1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027630,Downregulated,Casc1,protein_coding,4,36118,2578,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027646,Upregulated,Pop4,protein_coding,1,8334,1178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027654,Upregulated,Appbp2,protein_coding,10,41795,6384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
ENSRNOG00000027690,Nondifferential,Eif3el1,protein_coding,13,32701,1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027694,Upregulated,Rn60_5_1691.1,processed_pseudogene,5,586,586,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027697,Upregulated,Nmnat2,protein_coding,13,179946,1239,3.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,24.0,0.0,1.0,0.0
ENSRNOG00000027707,Nondifferential,Exd2,protein_coding,6,33840,3570,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027711,Upregulated,Usp32,protein_coding,10,172467,6956,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0
ENSRNOG00000027719,Nondifferential,Rn60_9_0863.1,processed_pseudogene,9,699,699,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000027722,Nondifferential,H1fx,protein_coding,4,579,579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027724,Upregulated,Plekhf1,protein_coding,1,1478,1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSRNOG00000027728,Downregulated,Ibtk,protein_coding,8,65830,4053,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
ENSRNOG00000027733,Nondifferential,Lair1,protein_coding,1,30752,1148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027739,Upregulated,Cndp1,protein_coding,18,32336,2928,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027747,Nondifferential,Ninl,protein_coding,3,44105,4182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027756,Nondifferential,Usf3,protein_coding,11,43618,7790,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027761,Nondifferential,Htatsf1,protein_coding,X,14482,3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027770,Upregulated,Trpm3,protein_coding,1,402435,6560,2.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,21.0,0.0,1.0,0.0
ENSRNOG00000027773,Nondifferential,Ppp4r3a,protein_coding,6,19680,3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027784,Nondifferential,Tsku,protein_coding,1,11310,2573,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027791,Upregulated,AABR07015346.1,processed_pseudogene,14,252,252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027797,Nondifferential,Nit2,protein_coding,11,10760,1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027798,Upregulated,AABR07064992.1,processed_pseudogene,6,939,939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027818,Nondifferential,Znhit3,protein_coding,10,7667,456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027833,Downregulated,Fnip2,protein_coding,2,108986,4287,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
ENSRNOG00000027849,Downregulated,Wipf2,protein_coding,10,16539,1916,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000027857,Upregulated,Pigw,protein_coding,10,1509,1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027859,Upregulated,Tmem26,protein_coding,20,47070,1295,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027860,Nondifferential,Ggnbp2,protein_coding,10,31579,2767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000027864,Upregulated,Ppia,protein_coding,14,3669,743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027867,Upregulated,Rexo4,protein_coding,3,10320,2349,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027869,Downregulated,Sox5,protein_coding,4,375383,3179,8.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,58.0,0.0,1.0,0.0
ENSRNOG00000027880,Upregulated,Nbeal2,protein_coding,8,32619,8691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027888,Upregulated,Cmss1,protein_coding,11,26414,970,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027891,Nondifferential,Dhrs11,protein_coding,10,9334,1406,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000027901,Upregulated,Mrm1,protein_coding,10,6288,2856,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000027906,Nondifferential,Ankrd11,protein_coding,19,33677,8920,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000027914,Downregulated,Plscr3,protein_coding,10,4514,1746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000027919,Nondifferential,Rdh13,protein_coding,1,28325,3162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027921,Downregulated,Rlf,protein_coding,5,55368,6068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027923,Nondifferential,Mynn,protein_coding,2,15632,2325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027929,Downregulated,Poln,protein_coding,14,179011,2589,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000027936,Upregulated,Ccdc8,protein_coding,1,3329,3299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000027938,Downregulated,RGD1562037,protein_coding,17,39410,4502,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
